Table.Name;Field.Name;DataType
Payment;pmnt_Payer;INT64
Payment;pmnt_Amount;Fractional
Payment;pmnt_ExternalDate;Date
Payment;pmnt_UnbalancedAmount;Fractional
Payment;pmnt_Status;Enumerated
InvoiceSummary;invs_FinancialTransaction;INT64
InvoiceSummary;invs_UnbalancedAmount;Fractional
InvoiceSummaryReminder;isr_Id;INT64
InvoiceSummaryReminder;isr_CreationUser;INT64
InvoiceSummaryReminder;isr_CreationTime;DateTime
InvoiceSummaryReminder;isr_LastUpdateUser;INT64
InvoiceSummaryReminder;isr_LastUpdateTime;DateTime
InvoiceSummaryReminder;isr_Version;Positive integer
InvoiceSummaryReminder;isr_ExternalDate;Date
InvoiceSummaryReminder;isr_SupplementAmount;Fractional
InvoiceSummaryReminder;isr_InvoiceSummary;INT64
InvoiceSummaryReminder;isr_Level;Site Enumerated
InvoiceSummary;invs_ReminderLevel;Site Enumerated
InvoiceSummary;invs_TotalAmount;Fractional
Isolation;isol_RejectionUser;INT64
Isolation;isol_RejectionTime;DateTime
Isolation;isol_Status;Enumerated
w_Delivery;dlvr_DefaultRqblToCharge;Logical
PolicyClause;plcc_Forwarded;Logical
FinancialTransaction;ftr_Amount;Fractional
FinancialTransaction;ftr_ExternalDate;Date
FinancialShipment;fshp_Addendum;String
Requestable;rqbl_TemplateMnemonic;Mnemonic
om_Form;omfm_ClocksPerSide;String
bt_Task;task_LatestRun;DateTime
bt_Task;task_Interval;Positive integer
bt_Task;task_EndDayTime;Time
bt_Task;task_EndDate;Date
bt_Task;task_StartDayTime;Time
bt_Task;task_StartDate;Date
FinancialShipmentEntry;fshe_FinancialTransaction;INT64
FinancialShipment;fshp_Received;Logical
FinancialShipment;fshp_TransactionTypes;Enumerated
w_Delivery;dlvr_Executor;INT64
PaymentInfo;pinf_Id;INT64
PaymentInfo;pinf_CreationUser;INT64
PaymentInfo;pinf_CreationTime;DateTime
PaymentInfo;pinf_LastUpdateUser;INT64
PaymentInfo;pinf_LastUpdateTime;DateTime
PaymentInfo;pinf_Version;Positive integer
PaymentInfo;pinf_BankReference;String
PaymentInfo;pinf_BankAccount;String
PaymentInfo;pinf_Name;String
PaymentInfo;pinf_address;String
PaymentInfo;pinf_Municipality;String
PaymentInfo;pinf_Payment;INT64
PaymentInfo;pinf_PaymentReference;String
Correspondent;crsp_InvoiceGroupingType;INT64
AssessmentMethod;amtd_SendPreviousResult;Logical
Requestable;rqbl_Issuer;INT64
Correspondent;crsp_ActiveSince;Date
Correspondent;crsp_ActiveUntil;Date
Procedure;proc_SeqNo;Positive integer
Order;ord_Phone;String
Order;ord_Fax;String
Order;ord_Question;String
Correspondent;crsp_Fax2;String
Order;ord_Image;String
MicroOrganism;morg_ReportOfficially;Logical
Isolation;isol_ReportOfficially;Enumerated
PropertyOutput;prpo_SchedulePreference;Positive integer
Norm;norm_AssessmentMethod;INT64
Correspondent;crsp_IssuerInfo;String
Correspondent;crsp_SuppressAutoComments;Logical
Correspondent;crsp_ManualValidation;Logical
WorkListTemplateGroup;wltg_Id;INT64
WorkListTemplateGroup;wltg_CreationUser;INT64
WorkListTemplateGroup;wltg_CreationTime;DateTime
WorkListTemplateGroup;wltg_LastUpdateUser;INT64
WorkListTemplateGroup;wltg_LastUpdateTime;DateTime
WorkListTemplateGroup;wltg_Version;Positive integer
WorkListTemplateGroup;wltg_Name;String
WorkListTemplateGroupMember;wtgm_Id;INT64
WorkListTemplateGroupMember;wtgm_CreationUser;INT64
WorkListTemplateGroupMember;wtgm_CreationTime;DateTime
WorkListTemplateGroupMember;wtgm_LastUpdateUser;INT64
WorkListTemplateGroupMember;wtgm_LastUpdateTime;DateTime
WorkListTemplateGroupMember;wtgm_Version;Positive integer
WorkListTemplateGroupMember;wtgm_Group;INT64
WorkListTemplateGroupMember;wtgm_SeqNo;Positive integer
WorkListTemplateGroupMember;wtgm_Template;INT64
WorkListTemplate;wlt_LayoutType;Enumerated
w_ReimbursementClause;rmbc_Forwarded;Logical
MicroOrganismTestUsage;motu_SeqNo;Positive integer
MediumTestUsage;mdtu_SeqNo;Positive integer
IsolationTest;isot_SeqNo;Positive integer
CarrierTest;cart_SeqNo;Positive integer
BillingCodeAssignment;bcas_TariffingLab;INT64
Correspondent;crsp_Translator;INT64
Station;stn_Translator;INT64
w_SubContractContext;sbcn_Id;INT64
w_SubContractContext;sbcn_MainContractor;INT64
w_SubContractContext;sbcn_SubContractor;INT64
w_SubContractContext;sbcn_MainFinancing;INT64
Order;ord_OrderSet;INT64
w_SubContractContext;sbcn_PaymentAgreement;INT64
FinancialTransaction;ftr_UnbalancedAmount;Fractional
FinancialShipmentEntry;fshe_SeqNo;Integer
MicroOrganism;morg_AntibiogramConfirm;INT64
Antibiotic;ab_FormulaType;Enumerated
AntibioticResult;abrs_RISReportValueChanged;Logical
AntibioticResult;abrs_RISReportValue;Enumerated
Order;ord_PrescriptionTime;DateTime
SpecificSite;ssit_DefaultInvGrouping;INT64
InvoiceSummary;invs_GroupingDate;Date
InvoiceSummary;invs_InvoiceGroupingType;INT64
SpecificSite;ssit_PaymentInternalId;INT64
ReportTemplate;rptp_PrintEmptyColumns;Logical
WorkListTemplate;wlt_PageWidth;Positive integer
Order;ord_ReportInformation;String
Order;ord_ManualValidation;Logical
Correspondent;crsp_InvoiceSummaryLayout;INT64
Gain;gn_InternalId;String
SpecificSite;ssit_GainInternalId;INT64
PolicyClause;plcc_SpecificInstance;INT64
SpecificSite;ssit_BillingPartner;INT64
w_ReimbursementClause;rmbc_SpecificInstance;INT64
PersonAntigen;prag_AntigenPresence;Logical
PersonAntigen;prag_AntibodyPresence;Logical
BloodProduct;blpr_TriggerWhenSelected;INT64
PersonAntigen;prag_TypingAdvice;Logical
FinancialShipment;fshp_InternalId;String
SpecificSite;ssit_FinShipmentIntId;INT64
BloodBagTypingAntigen;btag_Id;INT64
BloodBagTypingAntigen;btag_CreationUser;INT64
BloodBagTypingAntigen;btag_CreationTime;DateTime
BloodBagTypingAntigen;btag_LastUpdateUser;INT64
BloodBagTypingAntigen;btag_LastUpdateTime;DateTime
BloodBagTypingAntigen;btag_Version;Positive integer
BloodBagTypingAntigen;btag_Typing;INT64
BloodBagTypingAntigen;btag_Antigen;INT64
PriceFormula;prcf_Bonus;INT64
PriceFormula;prcf_Urgency;Site Enumerated
Isolation;isol_AntibiogramValidated;Logical
Specimen;spmn_HasSibling;Logical
Correspondent;crsp_BillingDocumentText;INT64
Action;actn_Dilution;Positive integer
Action;actn_AutoDilution;Logical
AssessmentMethod;amtd_ConvertIfManual;Logical
QCSchedule;qcs_CycleStart;Positive integer
Result;rslt_NeedsManualValidation;Logical
Firm;firm_Associates;INT64
DefaultReport;dfrp_PartialReportHold;Positive fractional
CorrespondentClass;crcl_Id;INT64
CorrespondentClass;crcl_CreationUser;INT64
CorrespondentClass;crcl_CreationTime;DateTime
CorrespondentClass;crcl_LastUpdateUser;INT64
CorrespondentClass;crcl_LastUpdateTime;DateTime
CorrespondentClass;crcl_Version;Positive integer
CorrespondentClass;crcl_Name;String
CorrespondentClass;crcl_Description;String
CorrespondClassDescriptio;ml25_Description;INT64
CorrespondClassDescriptio;ml25_Language;INT64
CorrespondClassDescriptio;ml25_Translation;String
CorrespondClassDescriptio;ml25_Version;Positive integer
Report;rprt_CompletenessTime;DateTime
ReportTemplate;rptp_ValueHeader1;String
ReportTemplateValueHeader1;ml22_ValueHeader1;INT64
ReportTemplateValueHeader1;ml22_Language;INT64
ReportTemplateValueHeader1;ml22_Translation;String
ReportTemplateValueHeader1;ml22_Version;Positive integer
PropertyClassificationNode;pcln_BaseTable;INT64
PolicyName;plcn_PriceMultiplicator;Positive fractional
Correspondent;crsp_CheckInvoicing;Logical
InvoiceSummary;invs_ToCheck;Logical
OrderSet;os_CheckInvoicing;Logical
QCPopulation;qcp_EvaluationPeriod;Positive integer
QCPopulation;qcp_EvaluationStatus;Enumerated
QCPopulation;qcp_MaximalVC;Positive fractional
ProcedureInput;prci_Enabled;Logical
ProcedureOutput;prco_Enabled;Logical
Correspondent;crsp_Class;INT64
IssuerCombination;icmb_ExternalCode;String
CorrespondentClass;crcl_Parent;INT64
Specimen;spmn_Discriminator;String
ResultCode;rstc_Severity;Positive integer
w_BillingCodeInstance;bci_SiteAttributeValues;String
InvoiceGroupingType;igt_Id;INT64
InvoiceGroupingType;igt_CreationUser;INT64
InvoiceGroupingType;igt_CreationTime;DateTime
InvoiceGroupingType;igt_LastUpdateUser;INT64
InvoiceGroupingType;igt_LastUpdateTime;DateTime
InvoiceGroupingType;igt_Version;Positive integer
InvoiceGroupingType;igt_Mnemonic;Mnemonic
InvoiceGroupingType;igt_Description;String
InvoiceGroupingType;igt_InvoiceGrouping;Enumerated
InvoiceGroupingType;igt_Period;Enumerated
InvoiceGroupingType;igt_ReuseDaysBack;Positive integer
InvoiceGroupingType;igt_CreateDaysBack;Positive integer
InvoiceGroupingType;igt_ClosureDay;Positive integer
InvoiceGroupingType;igt_MaxInvsPerPeriod;Positive integer
SpecificSite;ssit_AltHCCodeProvider;INT64
Identification;idnt_StartDate;Date
Identification;idnt_EndDate;Date
PaymentAgreement;paya_AlternateFundId;INT64
InsuranceProduct;inpr_Id;INT64
InsuranceProduct;inpr_CreationUser;INT64
InsuranceProduct;inpr_CreationTime;DateTime
InsuranceProduct;inpr_LastUpdateUser;INT64
InsuranceProduct;inpr_LastUpdateTime;DateTime
InsuranceProduct;inpr_Version;Positive integer
InsuranceProduct;inpr_Fund;INT64
InsuranceProduct;inpr_PolicyName;INT64
InsuranceProduct;inpr_StartDate;Date
InsuranceProduct;inpr_EndDate;Date
InsuranceProduct;inpr_FundName;String
Referral;rfrl_Id;INT64
Referral;rfrl_CreationUser;INT64
Referral;rfrl_CreationTime;DateTime
Referral;rfrl_LastUpdateUser;INT64
Referral;rfrl_LastUpdateTime;DateTime
Referral;rfrl_Version;Positive integer
Referral;rfrl_FollowUpPhysician;INT64
Referral;rfrl_IndicatorO1;String
Referral;rfrl_IndicatorO3;String
PaymentAgreement;paya_LastScanDate;Date
Financing;fnc_LastScanDate;Date
Referral;rfrl_ValidFrom;Date
Referral;rfrl_ValidTo;Date
Referral;rfrl_BillingDomain;Enumerated
Referral;rfrl_PatientDomain;Enumerated
Referral;rfrl_AdditionalEntry;String
Referral;rfrl_ReferralTo;String
Referral;rfrl_Type;Enumerated
Referral;rfrl_SubGroup;Enumerated
BloodBag;bbag_VerificationTime;DateTime
BloodBag;bbag_VerificationUser;INT64
Firm;firm_PracticeType;Enumerated
BloodBagTypingAntigen;btag_AntigenPresence;Logical
Tariff;tar_NeedRqblDescription;Logical
Tariff;tar_NeedRequestComment;Logical
Person;prsn_BirthDateStatus;Enumerated
BloodProduct;blpr_VerifyContents;Logical
gp_Language;lng_SysLanguage;Enumerated
BillingRuleLineOutput;brlo_SeqNo;Positive integer
PaymentAgreement;paya_Discriminator;Positive integer
Identification;idnt_FieldProtection;String
Fund;fnd_FieldProtection;String
InsuranceProduct;inpr_FieldProtection;String
Fund;fnd_DefaultAlternateId;INT64
FundType;fndt_Id;INT64
FundType;fndt_CreationUser;INT64
FundType;fndt_CreationTime;DateTime
FundType;fndt_LastUpdateUser;INT64
FundType;fndt_LastUpdateTime;DateTime
FundType;fndt_Version;Positive integer
FundType;fndt_Mnemonic;Mnemonic
FundType;fndt_Name;String
FundType;fndt_FieldProtection;String
FundType;fndt_ExternalId;String
Fund;fnd_Type;INT64
Policy;plcy_RejectPostDating;Logical
Policy;plcy_MinimalOrderStatus;Enumerated
Result;rslt_Origin;Enumerated
BillingItem;bit_ConfirmationStatus;Enumerated
w_WorkOrder;word_SeqNo;Positive integer
w_WorkOrder;word_Order;INT64
w_WorkOrder;word_PaymentAgreement;INT64
w_WorkOrder;word_InsuranceProduct;INT64
w_WorkOrder;word_Result1;INT64
w_WorkOrder;word_Result2;INT64
w_WorkOrder;word_Result3;INT64
w_WorkOrder;word_Result4;INT64
w_WorkOrder;word_Result5;INT64
w_WorkOrder;word_Result6;INT64
w_WorkOrder;word_Result7;INT64
w_WorkOrder;word_Result8;INT64
w_WorkOrder;word_Result9;INT64
w_WorkOrder;word_Result10;INT64
w_WorkOrder;word_Result11;INT64
w_WorkOrder;word_Result12;INT64
w_WorkOrder;word_Result13;INT64
w_WorkOrder;word_Result14;INT64
w_WorkOrder;word_Result15;INT64
w_WorkOrder;word_Result16;INT64
w_WorkOrder;word_Result17;INT64
w_WorkOrder;word_Result18;INT64
w_WorkOrder;word_Result19;INT64
w_WorkOrder;word_Result20;INT64
w_WorkOrder;word_Person;INT64
InvoiceGroupingType;igt_Series;INT64
InvoiceSummary;invs_Series;String
w_WorkOrder;word_WorkListEntry;INT64
w_WorkOrder;word_Context;String
gp_SiteAttribute;satt_Help;String
gp_SiteAttribute;satt_Label;String
gp_SiteAttribute;satt_MaxChars;Positive integer
gp_SiteAttribute;satt_Width;Positive integer
gp_SiteAttribute;satt_Widget;Enumerated
rt_MessageText;rtmt_Version;Positive integer
rt_MessageText;rtmt_Translation;String
rt_MessageText;rtmt_Language;Enumerated
rt_MessageText;rtmt_Text;INT64
Report;rprt_Specimen;INT64
BillingDocumentTemplate;bdtp_InvoiceSummaryHeader;INT64
BillingDocumentTemplate;bdtp_InvoiceSummaryFooter;INT64
BillingDocumentTemplate;bdtp_FshpHeader;INT64
BillingDocumentTemplate;bdtp_FshpFooter;INT64
w_BillingDocumentLine;bdln_FinancialShipment;INT64
QCPopulation;qcp_AccuracyLimit;Positive fractional
CorrespondentGroup;crgp_Code;String
BillingDocumentOutPrint;bdop_FinancialShipment;INT64
Policy;plcy_CompletenessCheck;INT64
FinancialShipment;fshp_PrintOutCount;Positive integer
WorkListTemplate;wlt_GridLabelWidth;Positive integer
ProcedureData;prcd_ShowDate;Logical
Property;prop_ShortName;String
Material;mat_ShortName;String
WorkListTemplate;wlt_GridLabelHeight;Positive integer
PaymentAgreement;paya_CardEndDate;Date
Station;stn_UnknownSpecimenTrigger;INT64
Result;rslt_PhoneStatus;Enumerated
Order;ord_PhoneStatus;Enumerated
DiscountClass;dscl_Id;INT64
DiscountClass;dscl_CreationUser;INT64
DiscountClass;dscl_CreationTime;DateTime
DiscountClass;dscl_LastUpdateUser;INT64
DiscountClass;dscl_LastUpdateTime;DateTime
DiscountClass;dscl_Version;Positive integer
DiscountClass;dscl_Mnemonic;Mnemonic
DiscountClass;dscl_Description;String
BillingCode;bc_DiscountClass;INT64
DiscountFormula;dscf_Class;INT64
PaymentAgreement;paya_PriceMultipicator;Positive fractional
MicroOrganismTestMethod;motm_Id;INT64
MicroOrganismTestMethod;motm_CreationUser;INT64
MicroOrganismTestMethod;motm_CreationTime;DateTime
MicroOrganismTestMethod;motm_LastUpdateUser;INT64
MicroOrganismTestMethod;motm_LastUpdateTime;DateTime
MicroOrganismTestMethod;motm_Version;Positive integer
MicroOrganismTestMethod;motm_Station;INT64
MicroOrganismTestMethod;motm_MicroOrganismTest;INT64
MicroOrganismTestMethod;motm_Status;Enumerated
MicroOrganismTestMethod;motm_RemoteMaterialId;String
MicroOrganismTestMethod;motm_InboundId;String
MicroOrganismTestMethod;motm_OutboundId;String
MicroOrganismTestOutput;moto_CreationUser;INT64
MicroOrganismTestOutput;moto_CreationTime;DateTime
MicroOrganismTestOutput;moto_LastUpdateUser;INT64
MicroOrganismTestOutput;moto_LastUpdateTime;DateTime
MicroOrganismTestOutput;moto_Version;Positive integer
MicroOrganismTestOutput;moto_ProcedureOutput;INT64
MicroOrganismTestOutput;moto_Method;INT64
MicroOrganismTestOutput;moto_AutoPrompt;Logical
IsolationTestOutput;isto_Id;INT64
IsolationTestOutput;isto_CreationUser;INT64
IsolationTestOutput;isto_CreationTime;DateTime
IsolationTestOutput;isto_LastUpdateUser;INT64
IsolationTestOutput;isto_LastUpdateTime;DateTime
IsolationTestOutput;isto_Version;Positive integer
IsolationTestOutput;isto_Action;INT64
IsolationTestOutput;isto_IsolationTest;INT64
IsolationTestOutput;isto_OrganismTestOutput;INT64
HealthOffice;hoff_CreationUser;INT64
HealthOffice;hoff_CreationTime;DateTime
HealthOffice;hoff_LastUpdateUser;INT64
HealthOffice;hoff_LastUpdateTime;DateTime
HealthOffice;hoff_Version;Positive integer
HealthOffice;hoff_Correspondent;INT64
HealthOffice;hoff_Mnemonic;Mnemonic
HealthOffice;hoff_Name;String
Referral;rfrl_Accident;Logical
WorkListTemplate;wlt_OutlineIsolTestSection;INT64
Municipality;mncp_HealthOffice;INT64
MicroOrganism;morg_DefaultAppraisal;INT64
Vertragsarztnummer;sdav_Id;INT64
Vertragsarztnummer;sdav_CreationUser;INT64
Vertragsarztnummer;sdav_CreationTime;DateTime
Vertragsarztnummer;sdav_LastUpdateUser;INT64
Vertragsarztnummer;sdav_LastUpdateTime;DateTime
Vertragsarztnummer;sdav_Version;Positive integer
Vertragsarztnummer;sdav_SeqNo;Integer
Vertragsarztnummer;sdav_Vertragsarztnummer;String
Vertragsarztnummer;sdav_Vorname;String
Vertragsarztnummer;sdav_Familienname;String
Vertragsarztnummer;sdav_LANR;String
Vertragsarztnummer;sdav_PLZ;String
Vertragsarztnummer;sdav_Ort;String
Vertragsarztnummer;sdav_Beginn;Date
Vertragsarztnummer;sdav_Ende;Date
BillingRule;bru_MinimumBaseValue;Fractional
BillingRule;bru_MinimumAmount;Fractional
ReportTemplate;rptp_ValidatorHeader;String
RportTmplatValidatorHadr;ml01_ValidatorHeader;INT64
RportTmplatValidatorHadr;ml01_Language;INT64
RportTmplatValidatorHadr;ml01_Translation;String
RportTmplatValidatorHadr;ml01_Version;Positive integer
ReportTemplate;rptp_ValidatorMask;String
QCPopulation;qcp_TotalCount;Positive integer
SpecimenVariable;spmv_ExtraInfo;String
MicrobiologyProcedure;mcrp_ShowCarrierBrowse;Logical
QCPopulation;qcp_AccuracySeverity;Positive integer
QCPopulation;qcp_Severity2S;Positive integer
QCPopulation;qcp_Severity3S;Positive integer
QCLot;qcl_Code;String
AssessmentMethod;amtd_Method;String
Tariff;tar_IsPriceHolder;Logical
Lab;lab_Parent;INT64
ReportTemplate;rptp_ShortPropertyHeader;String
RportTmpltShortProprtyHdr;ml02_ShortPropertyHeader;INT64
RportTmpltShortProprtyHdr;ml02_Language;INT64
RportTmpltShortProprtyHdr;ml02_Translation;String
RportTmpltShortProprtyHdr;ml02_Version;Positive integer
ReportTemplate;rptp_ShortValueHeader;String
RportTmplatShortValuHadr;ml03_ShortValueHeader;INT64
RportTmplatShortValuHadr;ml03_Language;INT64
RportTmplatShortValuHadr;ml03_Translation;String
RportTmplatShortValuHadr;ml03_Version;Positive integer
ReportTemplate;rptp_ShortPropertyMask;String
ReportTemplate;rptp_ShortValueMask;String
BillingRule;bru_FundGroup;INT64
SpecificSite;ssit_OrderSetDefaults;INT64
PropertyClass;pcla_Id;INT64
PropertyClass;pcla_CreationUser;INT64
PropertyClass;pcla_CreationTime;DateTime
PropertyClass;pcla_LastUpdateUser;INT64
PropertyClass;pcla_LastUpdateTime;DateTime
PropertyClass;pcla_Version;Positive integer
PropertyClass;pcla_Mnemonic;Mnemonic
PropertyClass;pcla_Description;String
Property;prop_Class;INT64
MicrobiologyProcedure;mcrp_IncubationPeriod;Positive integer
MicrobiologyAction;mcra_EndOfIncubationTime;DateTime
PaymentAgreement;paya_InsurantStatus;String
MicrobiologyProcedure;mcrp_NegativeAnswer;String
AntibioticResult;abrs_SeqNoInPanel;Positive integer
PropertyClassification;pcl_IsDefault;Logical
PropertyClassificationNode;pcln_Sequencer;String
Correspondent;crsp_Addressing;String
SpecimenAudit;spau_Id;INT64
SpecimenAudit;spau_Version;Positive integer
SpecimenAudit;spau_Specimen;INT64
SpecimenAudit;spau_Event;Enumerated
SpecimenAudit;spau_Department;INT64
SpecimenAudit;spau_Comment;String
SpecimenAudit;spau_Station;INT64
WorkListEntry;wle_NormalSeqNo;Positive integer
w_WorkIsolation;wiso_SeqNo;Positive integer
w_WorkIsolation;wiso_Isolation;INT64
w_WorkIsolation;wiso_Person;INT64
w_WorkIsolation;wiso_Order;INT64
w_WorkIsolation;wiso_HealthOffice;INT64
QCPopulation;qcp_Comment;String
AssessmentMethod;amtd_PhoneSeverity;Positive integer
MicroOrganism;morg_AutoReportable;Enumerated
Station;stn_ConfirmIsolations;Logical
Antibiotic;ab_AutoReportable;Enumerated
Station;stn_ConfirmAntibiogram;Logical
Correspondent;crsp_NameExtension;String
PropertyClassificationNode;pcln_Preamble;String
PropertyClassificationNode;pcln_Postamble;String
PropertyClassificationNode;pcln_PhysicalLineCount;Positive integer
AssessmentMethod;amtd_CountMethod;Enumerated
Station;stn_IsolationNumbering;Enumerated
w_WorkIsolation;wiso_Target;INT64
PaymentAgreement;paya_StatusComplement;String
w_BillingCodeInstance;bci_DiscountClass;INT64
Discount;disc_Id;INT64
Discount;disc_CreationUser;INT64
Discount;disc_CreationTime;DateTime
Discount;disc_LastUpdateUser;INT64
Discount;disc_LastUpdateTime;DateTime
Discount;disc_Version;Positive integer
Discount;disc_InvoiceSummary;INT64
DiscountGroup;dsgr_Id;INT64
DiscountGroup;dsgr_CreationUser;INT64
DiscountGroup;dsgr_CreationTime;DateTime
DiscountGroup;dsgr_LastUpdateUser;INT64
DiscountGroup;dsgr_LastUpdateTime;DateTime
DiscountGroup;dsgr_Version;Positive integer
DiscountGroupFormula;dsgf_Id;INT64
DiscountGroupFormula;dsgf_CreationUser;INT64
DiscountGroupFormula;dsgf_CreationTime;DateTime
DiscountGroupFormula;dsgf_LastUpdateUser;INT64
DiscountGroupFormula;dsgf_LastUpdateTime;DateTime
DiscountGroupFormula;dsgf_Version;Positive integer
Discount;disc_DiscountGroupFormula;INT64
Discount;disc_Amount;Fractional
DiscountGroupFormula;dsgf_Group;INT64
DiscountGroupFormula;dsgf_Description;String
DiscountGroupFormula;dsgf_StartAmount;Positive fractional
DiscountGroupFormula;dsgf_FixedAmount;Positive fractional
DiscountGroupAssignment;dsga_Id;INT64
DiscountGroupAssignment;dsga_CreationUser;INT64
DiscountGroupAssignment;dsga_CreationTime;DateTime
DiscountGroupAssignment;dsga_LastUpdateUser;INT64
DiscountGroupAssignment;dsga_LastUpdateTime;DateTime
DiscountGroupAssignment;dsga_Version;Positive integer
DiscountGroupAssignment;dsga_DiscountGroup;INT64
DiscountGroupAssignment;dsga_Firm;INT64
DiscountGroupAssignment;dsga_Payer;INT64
DiscountGroup;dsgr_Mnemonic;Mnemonic
DiscountGroup;dsgr_BankDomicile;Logical
DiscountGroup;dsgr_Cumulative;Logical
DiscountGroup;dsgr_ValidFrom;Date
DiscountGroup;dsgr_ValidUntil;Date
DiscountGroup;dsgr_SeqNo;Positive integer
DiscountGroup;dsgr_AutoUpdate;Logical
DiscountGroup;dsgr_Description;String
DiscountGroupDescription;ml04_Description;INT64
DiscountGroupDescription;ml04_Language;INT64
DiscountGroupDescription;ml04_Translation;String
DiscountGroupDescription;ml04_Version;Positive integer
BillingRule;bru_InFundGroup;Logical
BillingRule;bru_InIssuerGroup;Logical
DiscountGroup;dsgr_Eligible;INT64
DiscountGroupAssignment;dsga_PayerGroup;INT64
BudgetClass;bucl_Id;INT64
BudgetClass;bucl_CreationUser;INT64
BudgetClass;bucl_CreationTime;DateTime
BudgetClass;bucl_LastUpdateUser;INT64
BudgetClass;bucl_LastUpdateTime;DateTime
BudgetClass;bucl_Version;Positive integer
BudgetClass;bucl_Mnemonic;Mnemonic
BudgetClass;bucl_Description;String
Tariff;tar_BudgetClass;INT64
BudgetDefinition;budf_Id;INT64
BudgetDefinition;budf_CreationUser;INT64
BudgetDefinition;budf_CreationTime;DateTime
BudgetDefinition;budf_LastUpdateUser;INT64
BudgetDefinition;budf_LastUpdateTime;DateTime
BudgetDefinition;budf_Version;Positive integer
BudgetDefinition;budf_Mnemonic;Mnemonic
BudgetDefinition;budf_Policy;INT64
BudgetDefinition;budf_Description;String
BudgetDefinition;budf_StartDate;Date
BudgetDefinition;budf_EndDate;Date
BudgetDefinition;budf_Period;Enumerated
BudgetClassAssignment;buca_Id;INT64
BudgetClassAssignment;buca_CreationUser;INT64
BudgetClassAssignment;buca_CreationTime;DateTime
BudgetClassAssignment;buca_LastUpdateUser;INT64
BudgetClassAssignment;buca_LastUpdateTime;DateTime
BudgetClassAssignment;buca_Version;Positive integer
BudgetClassAssignment;buca_SeqNo;Positive integer
BudgetClassAssignment;buca_BudgetDefinition;INT64
BudgetClassAssignment;buca_BudgetClass;INT64
BudgetClassAssignment;buca_Eligibility;INT64
BudgetClassAssignment;buca_PriceCode;INT64
Budget;budg_Id;INT64
Budget;budg_CreationUser;INT64
Budget;budg_CreationTime;DateTime
Budget;budg_LastUpdateUser;INT64
Budget;budg_LastUpdateTime;DateTime
Budget;budg_Version;Positive integer
Budget;budg_Owner;INT64
Budget;budg_BudgetClass;INT64
Budget;budg_Amount;Fractional
Budget;budg_Points;Fractional
Budget;budg_Period;Enumerated
Budget;budg_StartDate;Date
BudgetInvoice;buiv_Id;INT64
BudgetInvoice;buiv_CreationUser;INT64
BudgetInvoice;buiv_CreationTime;DateTime
BudgetInvoice;buiv_LastUpdateUser;INT64
BudgetInvoice;buiv_LastUpdateTime;DateTime
BudgetInvoice;buiv_Version;Positive integer
BudgetInvoice;buiv_Order;INT64
BudgetInvoice;buiv_BudgetClassAssignment;INT64
BudgetInvoice;buiv_Budget;INT64
BudgetInvoice;buiv_Relevant;Logical
BudgetInvoice;buiv_Amount;Fractional
BudgetInvoice;buiv_Points;Fractional
BudgetItem;buit_Id;INT64
BudgetItem;buit_CreationUser;INT64
BudgetItem;buit_CreationTime;DateTime
BudgetItem;buit_LastUpdateUser;INT64
BudgetItem;buit_LastUpdateTime;DateTime
BudgetItem;buit_Version;Positive integer
BudgetItem;buit_Tariff;INT64
BudgetItem;buit_Amount;Fractional
BudgetItem;buit_BudgetInvoice;INT64
BudgetCharge;buch_Id;INT64
BudgetCharge;buch_CreationUser;INT64
BudgetCharge;buch_CreationTime;DateTime
BudgetCharge;buch_LastUpdateUser;INT64
BudgetCharge;buch_LastUpdateTime;DateTime
BudgetCharge;buch_Version;Positive integer
BudgetCharge;buch_Request;INT64
BudgetCharge;buch_RequestMnemonic;String
BudgetCharge;buch_BudgetItem;INT64
DiscountGroupFormula;dsgf_Percentage;Fractional
Discount;disc_Percentage;Positive fractional
BillingDocumentTemplate;bdtp_DiscountTableHeader;INT64
BillingDocumentTemplate;bdtp_DiscountTableLine;INT64
w_BillingDocumentDiscountLine;bddl_InvoiceSummary;INT64
w_BillingDocumentDiscountLine;bddl_SeqNo;Positive integer
w_BillingDocumentDiscountLine;bddl_NumberOfLines;Positive integer
w_BillingDocumentDiscountLine;bddl_BaseAmount;Fractional
w_BillingDocumentDiscountLine;bddl_Discount;Fractional
w_BillingDocumentDiscountLine;bddl_DiscountGroupFormula;INT64
w_BudgetContext;bucn_Id;INT64
w_BudgetContext;bucn_PaymentAgreement;INT64
w_BudgetContext;bucn_PolicyName;INT64
w_BudgetContext;bucn_BudgetDefinition;INT64
SpecificSite;ssit_BuIvPointsDec;Positive integer
BudgetInvoice;buiv_ExternalDate;Date
w_BillingCodeInstance;bci_BudgetClass;INT64
w_BudgetContext;bucn_Period;Enumerated
BudgetDefinition;budf_BudgetPolicyName;INT64
BudgetInvoice;buiv_Dirty;Logical
BudgetInvoice;buiv_OwnerType;Enumerated
OrderSet;os_SpecificParty;INT64
w_BillingDocumentDiscountLine;bddl_IsTotalLine;Logical
BillingCode;bc_SortString;String
Order;ord_FieldProtection;String
Lab;lab_ExecutorsAreAssociates;Logical
PaymentAgreement;paya_FieldProtection;String
Order;ord_Referral;INT64
BloodBag;bbag_CheckOutComment;String
PanelMember;panm_SeqNo;Positive integer
