Table.Name;Field.Name;DataType
wd_WatchdogStatus;wds_ProcessId;String
wd_WatchdogStatus;wds_Registered;Logical
wd_WatchdogStatus;wds_Version;Positive integer
wd_WatchdogStatus;wds_LastUpdateTime;DateTime
wd_WatchdogStatus;wds_LastUpdateUser;INT64
wd_WatchdogStatus;wds_CreationTime;DateTime
wd_WatchdogStatus;wds_CreationUser;INT64
wd_WatchdogStatus;wds_WatchdogConfiguration;INT64
ClinCase;cca_Id;INT64
ClinCase;cca_CreationUser;INT64
ClinCase;cca_CreationTime;DateTime
ClinCase;cca_LastUpdateUser;INT64
ClinCase;cca_LastUpdateTime;DateTime
ClinCase;cca_Version;Positive integer
ClinCase;cca_OwningOrganization;String
ClinCase;cca_InternalId;String
ClinCase;cca_ExternalId;String
ClinCase;cca_Referent;INT64
ClinCase;cca_ArchiveDate;Date
ClinCase;cca_CalcStatus;Enumerated
ClinCaseOrder;ccao_Id;INT64
ClinCaseOrder;ccao_CreationUser;INT64
ClinCaseOrder;ccao_CreationTime;DateTime
ClinCaseOrder;ccao_LastUpdateUser;INT64
ClinCaseOrder;ccao_LastUpdateTime;DateTime
ClinCaseOrder;ccao_Version;Positive integer
ClinCaseOrder;ccao_Order;INT64
ClinCaseOrder;ccao_ClinCase;INT64
SpecificSite;ssit_GenClinCaseOwningOrg;INT64
SpecificSite;ssit_GenClinCaseInternalId;INT64
SpecificSite;ssit_GenClinCasePoReferent;INT64
ClinCase;cca_Comment;String
ProductSpecification;pspc_PriceLastUpdated;Date
sc_AuditEvent;adtv_LoginFailureReason;Enumerated
w_MBQCResult;wmqr_Carrier;INT64
w_MBQCResult;wmqr_Isolation;INT64
w_MBQCResult;wmqr_AntibioticResult;INT64
sc_AuditEvent;adtv_Log;String
gp_ServiceClusterFailover;sclf_DiscontinuationTime;DateTime
gp_ServiceClusterFailover;sclf_DiscontinuationUser;INT64
gp_ServiceClusterFailover;sclf_DiscontinuationReason;String
gp_ServiceClusterFailover;sclf_StartupCompletedTime;DateTime
gp_ServiceClusterFailover;sclf_FinishFailoverTime;DateTime
gp_ServiceClusterFailover;sclf_FinishFailoverUser;INT64
gp_ServiceClusterFailover;sclf_FinishFailoverHost;INT64
gp_ServiceClusterFailover;sclf_ShutdownCompletedTime;DateTime
gp_ServiceClusterFailover;sclf_FailoverData;CLOB
gp_ServiceClusterFailover;sclf_BeginFailoverTime;DateTime
gp_ServiceClusterFailover;sclf_BeginFailoverUser;INT64
gp_ServiceClusterFailover;sclf_BeginFailoverHost;INT64
gp_ServiceClusterFailover;sclf_FailoverStatus;Enumerated
gp_ServiceClusterFailover;sclf_ServiceCluster;INT64
gp_ServiceClusterFailover;sclf_Version;Positive integer
gp_ServiceClusterFailover;sclf_LastUpdateTime;DateTime
gp_ServiceClusterFailover;sclf_LastUpdateUser;INT64
gp_ServiceClusterFailover;sclf_CreationTime;DateTime
gp_ServiceClusterFailover;sclf_CreationUser;INT64
gp_ServiceClusterFailover;sclf_Id;INT64
ClinConsultation;clc_ReportResult;INT64
w_ClinicalConsultation;wclc_PlannedStartTime;DateTime
QCPopulation;qcp_ReportedDecimals;Positive integer
ClinicalStatus;clst_Id;INT64
ClinicalStatus;clst_CreationUser;INT64
ClinicalStatus;clst_CreationTime;DateTime
ClinicalStatus;clst_LastUpdateUser;INT64
ClinicalStatus;clst_LastUpdateTime;DateTime
ClinicalStatus;clst_Version;Positive integer
ClinicalStatus;clst_Mnemonic;Mnemonic
ClinicalStatus;clst_Name;String
ClinicalStatus;clst_Description;String
ClinicalStatusDescription;ml44_Id;INT64
ClinicalStatusDescription;ml44_Description;INT64
ClinicalStatusDescription;ml44_Language;INT64
ClinicalStatusDescription;ml44_Translation;String
ClinicalStatusDescription;ml44_Version;Positive integer
ClinicalStatus;clst_Severity;Positive integer
ClinicalStatus;clst_RestrictedToCategory;Enumerated
Disorder;dsrd_Description;String
DisorderDescription;ml48_Id;INT64
DisorderDescription;ml48_Description;INT64
DisorderDescription;ml48_Language;INT64
DisorderDescription;ml48_Translation;String
DisorderDescription;ml48_Version;Positive integer
Disorder;dsrd_Category;Enumerated
Disorder;dsrd_Deprecated;Logical
DisorderAssociation;dsra_Id;INT64
DisorderAssociation;dsra_CreationUser;INT64
DisorderAssociation;dsra_CreationTime;DateTime
DisorderAssociation;dsra_LastUpdateUser;INT64
DisorderAssociation;dsra_LastUpdateTime;DateTime
DisorderAssociation;dsra_Version;Positive integer
DisorderAssociation;dsra_Disease;INT64
DisorderAssociation;dsra_Phenotype;INT64
DisorderAssociation;dsra_Gene;INT64
PatientDisorder;pntd_Id;INT64
PatientDisorder;pntd_CreationUser;INT64
PatientDisorder;pntd_CreationTime;DateTime
PatientDisorder;pntd_LastUpdateUser;INT64
PatientDisorder;pntd_LastUpdateTime;DateTime
PatientDisorder;pntd_Version;Positive integer
PatientDisorder;pntd_Object;INT64
PatientDisorder;pntd_Disorder;INT64
PatientDisorder;pntd_Order;INT64
PatientDisorder;pntd_Department;INT64
PatientDisorder;pntd_Status;Enumerated
PatientDisorder;pntd_ClinicalStatus;INT64
PatientDisorder;pntd_DiagnosisDate;Date
PatientDisorder;pntd_Severity;Positive integer
PatientDisorder;pntd_Private;Logical
PatientGeneToTest;pgtt_Id;INT64
PatientGeneToTest;pgtt_CreationUser;INT64
PatientGeneToTest;pgtt_CreationTime;DateTime
PatientGeneToTest;pgtt_LastUpdateUser;INT64
PatientGeneToTest;pgtt_LastUpdateTime;DateTime
PatientGeneToTest;pgtt_Version;Positive integer
PatientGeneToTest;pgtt_Gene;INT64
PatientGeneToTest;pgtt_PatientDisorder;INT64
wd_WatchdogStatus;wds_WinSvcRegAccount;INT64
PatientDisorder;pntd_DiagnosisAge;Fractional
rt_Table;rttb_AutoId;Enumerated
Order;ord_Antecedent;INT64
ApproachPlan;aprp_CreationTrigger;INT64
BamCounterSet;bmcs_Id;INT64
BamCounterSet;bmcs_CreationUser;INT64
BamCounterSet;bmcs_CreationTime;DateTime
BamCounterSet;bmcs_LastUpdateUser;INT64
BamCounterSet;bmcs_LastUpdateTime;DateTime
BamCounterSet;bmcs_Version;Positive integer
BamCounterSetCounter;bcsc_Id;INT64
BamCounterSetCounter;bcsc_CreationUser;INT64
BamCounterSetCounter;bcsc_CreationTime;DateTime
BamCounterSetCounter;bcsc_LastUpdateUser;INT64
BamCounterSetCounter;bcsc_LastUpdateTime;DateTime
BamCounterSetCounter;bcsc_Version;Positive integer
BamCounterSet;bmcs_Mnemonic;Mnemonic
BamCounterSet;bmcs_Name;String
BamCounterSetName;ml49_Id;INT64
BamCounterSetName;ml49_Name;INT64
BamCounterSetName;ml49_Language;INT64
BamCounterSetName;ml49_Translation;String
BamCounterSetName;ml49_Version;Positive integer
BamCounterSetCounter;bcsc_BamCounterSet;INT64
BamCounter;bamc_Id;INT64
BamCounter;bamc_CreationUser;INT64
BamCounter;bamc_CreationTime;DateTime
BamCounter;bamc_LastUpdateUser;INT64
BamCounter;bamc_LastUpdateTime;DateTime
BamCounter;bamc_Version;Positive integer
BamCounter;bamc_Mnemonic;Mnemonic
BamCounter;bamc_Title;String
BamCounterTitle;ml51_Id;INT64
BamCounterTitle;ml51_Title;INT64
BamCounterTitle;ml51_Language;INT64
BamCounterTitle;ml51_Translation;String
BamCounterTitle;ml51_Version;Positive integer
BamCounter;bamc_Description;String
BamCounter;bamc_Table;INT64
BamCounter;bamc_Query;INT64
BamCounter;bamc_QueryParameterList;String
BamCounter;bamc_Active;Logical
BamCounter;bamc_GroupBy;INT64
BamCounter;bamc_Filter;INT64
BamCounter;bamc_Severity;Positive integer
BamCounter;bamc_MarkForNeedsChecking;Logical
BamCounter;bamc_Lowlimit;Positive integer
BamCounter;bamc_HighLimit;Positive integer
BamCounter;bamc_LowLimitFunction;INT64
BamCounter;bamc_HighLimitFunction;INT64
BamCounter;bamc_RefreshPeriod;Positive integer
BamCounter;bamc_RestExposed;Logical
BamCounter;bamc_Department;INT64
BamCounterSetCounter;bcsc_BamCounter;INT64
BamCount;bmcn_Id;INT64
BamCount;bmcn_CreationUser;INT64
BamCount;bmcn_CreationTime;DateTime
BamCount;bmcn_LastUpdateUser;INT64
BamCount;bmcn_LastUpdateTime;DateTime
BamCount;bmcn_Version;Positive integer
BamCount;bmcn_BamCounter;INT64
BamCount;bmcn_Execution;INT64
BamCount;bmcn_GroupBy;Integer
BamCount;bmcn_Value;Positive integer
BamCount;bmcn_ExecutionStartTime;DateTime
BamCount;bmcn_ExecutionEndTime;DateTime
BamCount;bmcn_LowLimit;Positive integer
BamCount;bmcn_HighLimit;Positive integer
BamCount;bmcn_Severity;Positive integer
BamCount;bmcn_Marked;Logical
BamCount;bmcn_Department;INT64
GeneticProcedure;gntp_SupportPhenotypeInfo;Logical
PlateType;pltt_Id;INT64
PlateType;pltt_CreationUser;INT64
PlateType;pltt_CreationTime;DateTime
PlateType;pltt_LastUpdateUser;INT64
PlateType;pltt_LastUpdateTime;DateTime
PlateType;pltt_Version;Positive integer
PlateType;pltt_Mnemonic;Mnemonic
PlateType;pltt_Description;String
PlateTypeDescription;ml56_Id;INT64
PlateTypeDescription;ml56_Description;INT64
PlateTypeDescription;ml56_Language;INT64
PlateTypeDescription;ml56_Translation;String
PlateTypeDescription;ml56_Version;Positive integer
PlateType;pltt_Geometry;INT64
PlateType;pltt_FillByColumn;Logical
PlateTypeUsage;pltu_Id;INT64
PlateTypeUsage;pltu_CreationUser;INT64
PlateTypeUsage;pltu_CreationTime;DateTime
PlateTypeUsage;pltu_LastUpdateUser;INT64
PlateTypeUsage;pltu_LastUpdateTime;DateTime
PlateTypeUsage;pltu_Version;Positive integer
PlateTypeUsage;pltu_WorkListTemplate;INT64
PlateTypeUsage;pltu_PlateType;INT64
PlateTypeUsage;pltu_SeqNo;Positive integer
PlateTypeUsage;pltu_MaxPlateCount;Positive integer
PlateTypeUsage;pltu_IncludeCriterion;INT64
PlateTypeUsage;pltu_PriorityFunction;INT64
PlateTypeUsage;pltu_SortFunction;INT64
PlateTypeUsage;pltu_AlternateGender;Logical
PlateTypeUsage;pltu_AlternationMarkFuncti;INT64
PlateTypeUsage;pltu_GroupByFamily;Logical
PlateTypeUsage;pltu_GroupNameFunction;INT64
PlateTypeUsage;pltu_StyleFunction;INT64
LocusReagent;lcrg_Id;INT64
LocusReagent;lcrg_CreationUser;INT64
LocusReagent;lcrg_CreationTime;DateTime
LocusReagent;lcrg_LastUpdateUser;INT64
LocusReagent;lcrg_LastUpdateTime;DateTime
LocusReagent;lcrg_Version;Positive integer
LocusReagent;lcrg_Locus;INT64
LocusReagent;lcrg_Reagent;INT64
ReservedWell;rswl_Id;INT64
ReservedWell;rswl_CreationUser;INT64
ReservedWell;rswl_CreationTime;DateTime
ReservedWell;rswl_LastUpdateUser;INT64
ReservedWell;rswl_LastUpdateTime;DateTime
ReservedWell;rswl_Version;Positive integer
ReservedWell;rswl_PlateType;INT64
ReservedWell;rswl_ContentType;Enumerated
ReservedWell;rswl_ReservedLocus;INT64
ReservedWell;rswl_ReservedVariant;INT64
Plate;plt_Id;INT64
Plate;plt_CreationUser;INT64
Plate;plt_CreationTime;DateTime
Plate;plt_LastUpdateUser;INT64
Plate;plt_LastUpdateTime;DateTime
Plate;plt_Version;Positive integer
Plate;plt_WorkList;INT64
Plate;plt_SeqNo;Positive integer
Plate;plt_Type;INT64
Plate;plt_PlateIdentification;String
PlateItem;plti_Id;INT64
PlateItem;plti_CreationUser;INT64
PlateItem;plti_CreationTime;DateTime
PlateItem;plti_LastUpdateUser;INT64
PlateItem;plti_LastUpdateTime;DateTime
PlateItem;plti_Version;Positive integer
PlateItem;plti_WorklistEntry;INT64
PlateItem;plti_Plate;INT64
PlateItem;plti_SeqNo;Positive integer
PlateItem;plti_RowNo;Integer
PlateItem;plti_ColumnNo;Integer
PlateItem;plti_ContentType;Enumerated
PlateItem;plti_InputSpecimen;INT64
PlateItem;plti_LocusToTest;INT64
PlateItem;plti_VariantToTest;INT64
PlateItem;plti_ReagentToUse;INT64
NCContext;nccn_Id;INT64
NCContext;nccn_CreationUser;INT64
NCContext;nccn_CreationTime;DateTime
NCContext;nccn_LastUpdateUser;INT64
NCContext;nccn_LastUpdateTime;DateTime
NCContext;nccn_Version;Positive integer
NCContext;nccn_Nonconformity;INT64
NCContext;nccn_TableId;INT64
NCContext;nccn_RecordId;INT64
Nonconformity;nc_DerogationAllowed;Logical
Nonconformity;nc_DerogationUser;INT64
Nonconformity;nc_DerogationDateTime;DateTime
BamCounterSetCounter;bcsc_GroupByValue;INT64
BamCounterSetCounter;bcsc_Seq;Integer
BamCounterSetCounter;bcsc_Title;String
BamCounterSetCounterTitle;ml57_Id;INT64
BamCounterSetCounterTitle;ml57_Title;INT64
BamCounterSetCounterTitle;ml57_Language;INT64
BamCounterSetCounterTitle;ml57_Translation;String
BamCounterSetCounterTitle;ml57_Version;Positive integer
BloodBag;bbag_CheckOutCorrespondent;INT64
BamCounterSetCounter;bcsc_LowLimit;Positive integer
BamCounterSetCounter;bcsc_HighLimit;Positive integer
gp_Site;gsit_RtxDefaultFontSize;Positive integer
gp_Site;gsit_RtxDefaultFontName;String
BamCounterSetCounter;bcsc_LowLimitFunction;INT64
BamCounterSetCounter;bcsc_HighLimitFunction;INT64
BamCounterSetCounter;bcsc_WidgetType;Enumerated
BamCounterSetCounter;bcsc_Style;String
BamCounterSet;bmcs_Style;String
BamCounterSet;bmcs_Columns;Positive integer
BAMCounterState;bcst_Id;INT64
BAMCounterState;bcst_CreationUser;INT64
BAMCounterState;bcst_CreationTime;DateTime
BAMCounterState;bcst_LastUpdateUser;INT64
BAMCounterState;bcst_LastUpdateTime;DateTime
BAMCounterState;bcst_Version;Positive integer
BAMCounterState;bcst_BAMCounter;INT64
BAMCounterState;bcst_Status;Enumerated
BAMCounterState;bcst_ErrorMessage;String
BAMCounterState;bcst_ElapsedTime;Fractional
BAMCounterState;bcst_LastExecution;INT64
BAMCounterState;bcst_LastExecutionTime;DateTime
SpecificSite;ssit_ClrDnlOnSpmnExtIdUpd;Logical
OrderTodoList;otdl_Comment;String
OrderTodoList;otdl_DueDateCalcFunc;INT64
OrderTodoItem;otdi_DueDate;Date
OrderTodoItem;otdi_Assignment;String
gp_Site;gsit_LDAPPassVerEnabled;Logical
gp_Site;gsit_LDAPIntPassFallback;Logical
gp_Site;gsit_LDAPDefaultDomain;INT64
sc_Domain;dmn_Type;Enumerated
NCCorrectionChoice;nccc_SeqNo;Positive integer
NCCorrectionChoice;nccc_Tool;INT64
NCCorrectionChoiceList;nccl_FirstChoiceByDefault;Logical
Diagnosis;diag_ExternalId;String
MicroScreenSyncDevice;mcrs_ASTM;Logical
gp_UpgradeRegistration;uprg_Allowed;Logical
sc_ADDSDomain;adds_Domain;INT64
sc_ADDSDomain;adds_NetworkName;String
sc_ADDSDomain;adds_Version;Positive integer
sc_ADDSDomain;adds_LastUpdateTime;DateTime
sc_ADDSDomain;adds_LastUpdateUser;INT64
sc_ADDSDomain;adds_CreationTime;DateTime
sc_ADDSDomain;adds_CreationUser;INT64
sc_LDAPDomain;ldap_Domain;INT64
sc_LDAPDomain;ldap_Translator;INT64
sc_LDAPDomain;ldap_Options;String
sc_LDAPDomain;ldap_Encrypt;Enumerated
sc_LDAPDomain;ldap_BackupServerPort;String
sc_LDAPDomain;ldap_PrimaryServerPort;String
sc_LDAPDomain;ldap_BackupServerHost;String
sc_LDAPDomain;ldap_PrimaryServerHost;String
sc_LDAPDomain;ldap_SearchRootDN;String
sc_LDAPDomain;ldap_NetworkName;String
sc_LDAPDomain;ldap_Version;Positive integer
sc_LDAPDomain;ldap_LastUpdateTime;DateTime
sc_LDAPDomain;ldap_LastUpdateUser;INT64
sc_LDAPDomain;ldap_CreationTime;DateTime
sc_LDAPDomain;ldap_CreationUser;INT64
PlateTypeUsage;pltu_WellLabelFunction;INT64
PlateTypeUsage;pltu_WellToolTipFunction;INT64
rt_Field;rtfd_DataType;Enumerated
AllelicState;alls_Description;String
AllelicStateDescription;ml53_Id;INT64
AllelicStateDescription;ml53_Description;INT64
AllelicStateDescription;ml53_Language;INT64
AllelicStateDescription;ml53_Translation;String
AllelicStateDescription;ml53_Version;Positive integer
InheritancePattern;inhr_Description;String
InheritanPatternDescripti;ml58_Id;INT64
InheritanPatternDescripti;ml58_Description;INT64
InheritanPatternDescripti;ml58_Language;INT64
InheritanPatternDescripti;ml58_Translation;String
InheritanPatternDescripti;ml58_Version;Positive integer
gp_QueueProcessor;qprc_ProcessorType;Enumerated
gp_Site;gsit_MailEncryptionMethod;Enumerated
gp_Site;gsit_MailProcessor;INT64
ClinConsultationTypeForm;cltf_Id;INT64
ClinConsultationTypeForm;cltf_CreationUser;INT64
ClinConsultationTypeForm;cltf_CreationTime;DateTime
ClinConsultationTypeForm;cltf_LastUpdateUser;INT64
ClinConsultationTypeForm;cltf_LastUpdateTime;DateTime
ClinConsultationTypeForm;cltf_Version;Positive integer
ClinConsultationTypeForm;cltf_Form;INT64
ClinConsultationTypeForm;cltf_ClinConsultationType;INT64
ClinConsultationTypeForm;cltf_SeqNo;Positive integer
ClinConsultationTypeForm;cltf_EligibleFunction;INT64
NCContext;nccn_Description;String
ClinConsultationForm;clcf_Id;INT64
ClinConsultationForm;clcf_CreationUser;INT64
ClinConsultationForm;clcf_CreationTime;DateTime
ClinConsultationForm;clcf_LastUpdateUser;INT64
ClinConsultationForm;clcf_LastUpdateTime;DateTime
ClinConsultationForm;clcf_Version;Positive integer
ClinConsultationForm;clcf_ClinConsultation;INT64
ClinConsultationForm;clcf_Form;INT64
EmployeeAssignmentTemplate;emat_Id;INT64
EmployeeAssignmentTemplate;emat_CreationUser;INT64
EmployeeAssignmentTemplate;emat_CreationTime;DateTime
EmployeeAssignmentTemplate;emat_LastUpdateUser;INT64
EmployeeAssignmentTemplate;emat_LastUpdateTime;DateTime
EmployeeAssignmentTemplate;emat_Version;Positive integer
EmployeeAssignmentTemplate;emat_AccessProfile;INT64
EmployeeAssignmentTemplate;emat_Active;Logical
EmployeeAssignmentTemplate;emat_Department;INT64
EmployeeAssignmentTemplate;emat_Responsible;INT64
EmployeeAssignmentTemplate;emat_ValidateStrictlyEscal;Logical
DomainAlias;doma_Id;INT64
DomainAlias;doma_CreationUser;INT64
DomainAlias;doma_CreationTime;DateTime
DomainAlias;doma_LastUpdateUser;INT64
DomainAlias;doma_LastUpdateTime;DateTime
DomainAlias;doma_Version;Positive integer
DomainAlias;doma_AssignmentTemplate;INT64
EmployeeAssignment;empa_AssignmentTemplate;INT64
PlanActivity;plnc_Subplan;INT64
ApproachActivity;apac_Parent;INT64
sc_Domain;dmn_EraseUserInitials;Logical
sc_Domain;dmn_SyncUserInitials;Logical
SpecificSite;ssit_BloodStorPatIdTrsfer;INT64
SpecificSite;ssit_BloodStorPatIdType;Enumerated
SpecificSite;ssit_BloodStorAllowAutoSel;INT64
ExternalBloodStorage;exbs_Id;INT64
ExternalBloodStorage;exbs_CreationUser;INT64
ExternalBloodStorage;exbs_CreationTime;DateTime
ExternalBloodStorage;exbs_LastUpdateUser;INT64
ExternalBloodStorage;exbs_LastUpdateTime;DateTime
ExternalBloodStorage;exbs_Version;Positive integer
ExternalBloodStorage;exbs_Name;String
BloodBag;bbag_QuarantineTime;DateTime
BloodBag;bbag_ExternalStorage;INT64
gp_Site;gsit_MailServerPasswordEnc;String
ObjectAttribute;obja_Privilege;INT64
gp_UpgradePlan;upgp_Completed;Logical
EmployeeAssignmentTemplate;emat_Mnemonic;Mnemonic
ReservedWell;rswl_ReservedQCMaterial;INT64
ReservedWell;rswl_ReservedReagent;INT64
ReagentLot;rgtl_StartDateTime;DateTime
ReagentLot;rgtl_EndDateTime;DateTime
gp_ServiceHost;svh_ASCertificateStore;String
gp_ServiceHost;svh_OpenEdgeDirectory;String
EmployeeAssignmentTemplate;emat_Role;INT64
Reagent;rgt_LotLifeTime;Fractional
MasterMixRecipe;mmr_Id;INT64
MasterMixRecipe;mmr_CreationUser;INT64
MasterMixRecipe;mmr_CreationTime;DateTime
MasterMixRecipe;mmr_LastUpdateUser;INT64
MasterMixRecipe;mmr_LastUpdateTime;DateTime
MasterMixRecipe;mmr_Version;Positive integer
MasterMixRecipe;mmr_Mnemonic;Mnemonic
MasterMixRecipe;mmr_Name;String
MasterMixRecipe;mmr_DefaultSpareCount;Positive integer
ReportTemplate;rptp_AddAttachWhenComp;Logical
MasterMixRecipeItem;mmri_Id;INT64
MasterMixRecipeItem;mmri_CreationUser;INT64
MasterMixRecipeItem;mmri_CreationTime;DateTime
MasterMixRecipeItem;mmri_LastUpdateUser;INT64
MasterMixRecipeItem;mmri_LastUpdateTime;DateTime
MasterMixRecipeItem;mmri_Version;Positive integer
MasterMixRecipeItem;mmri_Recipe;INT64
MasterMixRecipeItem;mmri_Reagent;INT64
MasterMixRecipeItem;mmri_SeqNo;Integer
MasterMixRecipeItem;mmri_Unit;INT64
MasterMixRecipeItem;mmri_UnitaryVolume;Fractional
MasterMixRecipe;mmr_Instructions;String
MasterMixRecipeInstruction;ml60_Id;INT64
MasterMixRecipeInstruction;ml60_Instructions;INT64
MasterMixRecipeInstruction;ml60_Language;INT64
MasterMixRecipeInstruction;ml60_Translation;String
MasterMixRecipeInstruction;ml60_Version;Positive integer
WorkListTemplate;wlt_MasterMixRecipe;INT64
MasterMixRecipe;mmr_VolumeCalculator;INT64
MasterMix;mstm_Id;INT64
MasterMix;mstm_CreationUser;INT64
MasterMix;mstm_CreationTime;DateTime
MasterMix;mstm_LastUpdateUser;INT64
MasterMix;mstm_LastUpdateTime;DateTime
MasterMix;mstm_Version;Positive integer
MasterMix;mstm_WorkList;INT64
MasterMix;mstm_Recipe;INT64
MasterMix;mstm_SpareCount;Integer
MasterMixItem;mmi_Id;INT64
MasterMixItem;mmi_CreationUser;INT64
MasterMixItem;mmi_CreationTime;DateTime
MasterMixItem;mmi_LastUpdateUser;INT64
MasterMixItem;mmi_LastUpdateTime;DateTime
MasterMixItem;mmi_Version;Positive integer
MasterMixItem;mmi_MasterMix;INT64
MasterMixItem;mmi_Reagent;INT64
MasterMixItem;mmi_SeqNo;Integer
MasterMixItem;mmi_UnitaryVolume;Fractional
MasterMixItem;mmi_Volume;Fractional
MasterMixItem;mmi_LotNumbers;String
MasterMixItem;mmi_Unit;INT64
gp_ConversionInfo;cvi_MaxMinutesToRun;Positive integer
gp_ConversionInfo;cvi_Completed;Logical
gp_ConversionInfo;cvi_LastRecordProcessed;INT64
gp_ConversionInfo;cvi_Mnemonic;String
gp_ConversionInfo;cvi_Version;Positive integer
gp_ConversionInfo;cvi_LastUpdateTime;DateTime
gp_ConversionInfo;cvi_LastUpdateUser;INT64
gp_ConversionInfo;cvi_CreationTime;DateTime
gp_ConversionInfo;cvi_CreationUser;INT64
gp_ConversionInfo;cvi_Id;INT64
ICDAdviceText;icdt_Id;INT64
ICDAdviceText;icdt_CreationUser;INT64
ICDAdviceText;icdt_CreationTime;DateTime
ICDAdviceText;icdt_LastUpdateUser;INT64
ICDAdviceText;icdt_LastUpdateTime;DateTime
ICDAdviceText;icdt_Version;Positive integer
ICDAdviceSpecies;icds_Id;INT64
ICDAdviceSpecies;icds_CreationUser;INT64
ICDAdviceSpecies;icds_CreationTime;DateTime
ICDAdviceSpecies;icds_LastUpdateUser;INT64
ICDAdviceSpecies;icds_LastUpdateTime;DateTime
ICDAdviceSpecies;icds_Version;Positive integer
ICDAdviceSpeciesPathogen;icsp_Id;INT64
ICDAdviceSpeciesPathogen;icsp_CreationUser;INT64
ICDAdviceSpeciesPathogen;icsp_CreationTime;DateTime
ICDAdviceSpeciesPathogen;icsp_LastUpdateUser;INT64
ICDAdviceSpeciesPathogen;icsp_LastUpdateTime;DateTime
ICDAdviceSpeciesPathogen;icsp_Version;Positive integer
ICDAdvicePathogen;icdp_Id;INT64
ICDAdvicePathogen;icdp_CreationUser;INT64
ICDAdvicePathogen;icdp_CreationTime;DateTime
ICDAdvicePathogen;icdp_LastUpdateUser;INT64
ICDAdvicePathogen;icdp_LastUpdateTime;DateTime
ICDAdvicePathogen;icdp_Version;Positive integer
ICDAdviceRule;icda_Id;INT64
ICDAdviceRule;icda_CreationUser;INT64
ICDAdviceRule;icda_CreationTime;DateTime
ICDAdviceRule;icda_LastUpdateUser;INT64
ICDAdviceRule;icda_LastUpdateTime;DateTime
ICDAdviceRule;icda_Version;Positive integer
ICDAdviceSpeciesResistRule;icsr_Id;INT64
ICDAdviceSpeciesResistRule;icsr_CreationUser;INT64
ICDAdviceSpeciesResistRule;icsr_CreationTime;DateTime
ICDAdviceSpeciesResistRule;icsr_LastUpdateUser;INT64
ICDAdviceSpeciesResistRule;icsr_LastUpdateTime;DateTime
ICDAdviceSpeciesResistRule;icsr_Version;Positive integer
ICDAdviceResistanceRule;icdr_Id;INT64
ICDAdviceResistanceRule;icdr_CreationUser;INT64
ICDAdviceResistanceRule;icdr_CreationTime;DateTime
ICDAdviceResistanceRule;icdr_LastUpdateUser;INT64
ICDAdviceResistanceRule;icdr_LastUpdateTime;DateTime
ICDAdviceResistanceRule;icdr_Version;Positive integer
ICDAdviceResistanceRuleLine;icrl_Id;INT64
ICDAdviceResistanceRuleLine;icrl_CreationUser;INT64
ICDAdviceResistanceRuleLine;icrl_CreationTime;DateTime
ICDAdviceResistanceRuleLine;icrl_LastUpdateUser;INT64
ICDAdviceResistanceRuleLine;icrl_LastUpdateTime;DateTime
ICDAdviceResistanceRuleLine;icrl_Version;Positive integer
ICDAdviceText;icdt_Code;String
ICDAdviceText;icdt_ReportText;String
ICDAdviceSpecies;icds_Code;String
ICDAdviceSpecies;icds_Description;String
ICDAdvicePathogen;icdp_Code;String
ICDAdviceSpeciesPathogen;icsp_Species;INT64
ICDAdviceSpeciesPathogen;icsp_Pathogen;INT64
ICDAdviceResistanceRule;icdr_Code;String
ICDAdviceResistanceRule;icdr_ReportText;INT64
ICDAdviceResistanceRule;icdr_MinimalTestCount;Positive integer
ICDAdviceResistanceRule;icdr_AttributeList;String
ICDAdviceResistanceRule;icdr_ApplyAll;Logical
ICDAdviceResistanceRuleLine;icrl_ResistanceRule;INT64
ICDAdviceResistanceRuleLine;icrl_MinimalNumber;Positive integer
ICDAdviceResistanceRuleLine;icrl_MaximalNumber;Positive integer
ICDAdviceResistanceRuleLine;icrl_AntibioticCodeList;String
ICDAdviceSpeciesResistRule;icsr_Species;INT64
ICDAdviceSpeciesResistRule;icsr_ResistanceRule;INT64
ICDAdviceRule;icda_Name;String
ICDAdviceRule;icda_MaterialCode;String
ICDAdviceRule;icda_MaterialDescription;String
ICDAdviceRule;icda_Pathogen;INT64
ICDAdviceRule;icda_AttributeList;String
ICDAdviceRule;icda_AttributesRequired;Logical
ICDAdviceRule;icda_AttributeSetPriority;Logical
ICDAdviceRule;icda_TextSpecific;INT64
ICDAdviceRule;icda_TextGeneral;INT64
ICDAdviceRule;icda_TextInfo;INT64
EmployeeAssignmentTemplate;emat_CbtWardCrspGroup;INT64
gp_UpgradePlan;upgp_UpgradeFile;String
gp_UpgradePlan;upgp_AccountDomain;String
gp_UpgradePlan;upgp_AccountUserPassword;String
gp_UpgradePlan;upgp_AccountUserName;Mnemonic
gp_ConversionInfo;cvi_LastChildRecProcessed;INT64
MicrobiologyAction;mcra_DownloadLog;String
PathologyExam;ptex_DownloadLog;String
BamCounter;bamc_Tool;INT64
Order;ord_NCIndication;String
GeneticExam;gnte_NCIndication;String
Specimen;spmn_NCIndication;String
Result;rslt_NCIndication;String
RequestedCode;rqsc_NCIndication;String
MicrobiologyAction;mcra_NCIndication;String
BillingItem;bit_Count;Positive integer
ReservedWell;rswl_RowNo;Positive integer
ReservedWell;rswl_ColumnNo;Positive integer
